date,bidclose,tickqty
2015-08-06 21:00:00,1.55112,307045
2015-08-07 21:00:00,1.54907,348818
2015-08-09 21:00:00,1.54904,274
2015-08-10 21:00:00,1.55863,273350
2015-08-11 21:00:00,1.55649,340371
2015-08-12 21:00:00,1.56082,356479
2015-08-13 21:00:00,1.56062,278606
2015-08-14 21:00:00,1.56437,254173
2015-08-16 21:00:00,1.56483,132
2015-08-17 21:00:00,1.5581,253918
2015-08-18 21:00:00,1.56555,249871
2015-08-19 21:00:00,1.56782,343581
2015-08-20 21:00:00,1.56879,316369
2015-08-21 21:00:00,1.56879,349102
2015-08-23 21:00:00,1.56757,610
2015-08-24 21:00:00,1.57712,571539
2015-08-25 21:00:00,1.56859,467893
2015-08-26 21:00:00,1.54577,445683
2015-08-27 21:00:00,1.54007,354530
2015-08-28 21:00:00,1.5385,302569
2015-08-30 21:00:00,1.54084,1297
2015-08-31 21:00:00,1.53415,232781
2015-09-01 21:00:00,1.53026,335837
2015-09-02 21:00:00,1.52924,314058
2015-09-03 21:00:00,1.52546,277683
2015-09-04 21:00:00,1.5167,253614
2015-09-06 21:00:00,1.51746,341
2015-09-07 21:00:00,1.52688,293491
2015-09-08 21:00:00,1.53922,245052
2015-09-09 21:00:00,1.53659,237766
2015-09-10 21:00:00,1.54408,305050
2015-09-11 21:00:00,1.54272,245681
2015-09-13 21:00:00,1.54259,79
2015-09-14 21:00:00,1.54236,203023
2015-09-15 21:00:00,1.53422,198990
2015-09-16 21:00:00,1.54879,217820
2015-09-17 21:00:00,1.55874,286742
2015-09-18 21:00:00,1.5523,237567
2015-09-20 21:00:00,1.55217,317
2015-09-21 21:00:00,1.55055,218481
2015-09-22 21:00:00,1.5361,240165
2015-09-23 21:00:00,1.52381,262658
2015-09-24 21:00:00,1.52416,286946
2015-09-25 21:00:00,1.5172,262662
2015-09-27 21:00:00,1.5179,298
2015-09-28 21:00:00,1.51716,215803
2015-09-29 21:00:00,1.51466,247986
2015-09-30 21:00:00,1.51262,247645
2015-10-01 21:00:00,1.51294,224114
2015-10-02 21:00:00,1.51722,273990
2015-10-04 21:00:00,1.51875,296
2015-10-05 21:00:00,1.5145,273079
2015-10-06 21:00:00,1.52231,220183
2015-10-07 21:00:00,1.53157,259739
2015-10-08 21:00:00,1.53439,280178
2015-10-09 21:00:00,1.53063,251089
2015-10-11 21:00:00,1.53056,3
2015-10-12 21:00:00,1.53464,205615
2015-10-13 21:00:00,1.52463,263802
2015-10-14 21:00:00,1.54755,255186
2015-10-15 21:00:00,1.54494,273184
2015-10-16 21:00:00,1.54331,232519
2015-10-18 21:00:00,1.54339,83
2015-10-19 21:00:00,1.54617,198270
2015-10-20 21:00:00,1.54423,235342
2015-10-21 21:00:00,1.541,206127
2015-10-22 21:00:00,1.53923,309906
2015-10-23 21:00:00,1.53064,281238
2015-10-25 21:00:00,1.53125,850
2015-10-26 21:00:00,1.53498,226681
2015-10-27 21:00:00,1.52992,224962
2015-10-28 21:00:00,1.52595,273168
2015-10-29 21:00:00,1.53075,249130
2015-10-30 21:00:00,1.5421,277998
2015-11-01 22:00:00,1.54467,476
2015-11-02 22:00:00,1.54152,181900
2015-11-03 22:00:00,1.54188,188336
2015-11-04 22:00:00,1.53821,217639
2015-11-05 22:00:00,1.52069,252682
2015-11-06 22:00:00,1.50445,243561
2015-11-08 22:00:00,1.50477,503
2015-11-09 22:00:00,1.51129,178330
2015-11-10 22:00:00,1.51175,168657
2015-11-11 22:00:00,1.52069,187653
2015-11-12 22:00:00,1.52305,230824
2015-11-13 22:00:00,1.5227,181238
2015-11-15 22:00:00,1.52246,730
2015-11-16 22:00:00,1.51995,177193
2015-11-17 22:00:00,1.5211,184067
2015-11-18 22:00:00,1.52356,189737
2015-11-19 22:00:00,1.52895,204623
2015-11-20 22:00:00,1.51854,175075
2015-11-22 22:00:00,1.51804,573
2015-11-23 22:00:00,1.51223,193680
2015-11-24 22:00:00,1.50754,197390
2015-11-25 22:00:00,1.51269,214297
2015-11-26 22:00:00,1.51008,181325
2015-11-27 22:00:00,1.50283,184697
2015-11-29 22:00:00,1.50315,201
2015-11-30 22:00:00,1.50552,175563
2015-12-01 22:00:00,1.50796,227528
2015-12-02 22:00:00,1.49501,242423
2015-12-03 22:00:00,1.51419,395829
2015-12-04 22:00:00,1.51045,341336
2015-12-06 22:00:00,1.50986,31
2015-12-07 22:00:00,1.50535,214284
2015-12-08 22:00:00,1.50055,256146
2015-12-09 22:00:00,1.51786,282227
2015-12-10 22:00:00,1.51585,249058
2015-12-11 22:00:00,1.52179,221753
2015-12-13 22:00:00,1.52295,199
2015-12-14 22:00:00,1.51403,250170
2015-12-15 22:00:00,1.50345,242762
2015-12-16 22:00:00,1.49995,357498
2015-12-17 22:00:00,1.48952,261118
2015-12-18 22:00:00,1.48858,248704
2015-12-20 22:00:00,1.48985,290
2015-12-21 22:00:00,1.48807,210400
2015-12-22 22:00:00,1.48259,216074
2015-12-23 22:00:00,1.48676,192251
2015-12-24 22:00:00,1.49236,127302
2015-12-27 22:00:00,1.49044,5
2015-12-28 22:00:00,1.48779,143424
2015-12-29 22:00:00,1.48116,165379
2015-12-30 22:00:00,1.48115,186145
2015-12-31 22:00:00,1.47327,152523
2016-01-03 22:00:00,1.47325,452
2016-01-04 22:00:00,1.47116,267000
2016-01-05 22:00:00,1.46733,214514
2016-01-06 22:00:00,1.463,264363
2016-01-07 22:00:00,1.46161,292384
2016-01-08 22:00:00,1.45161,299466
2016-01-10 22:00:00,1.45215,127
2016-01-11 22:00:00,1.45393,248429
2016-01-12 22:00:00,1.44454,264288
2016-01-13 22:00:00,1.44054,264712
2016-01-14 22:00:00,1.44095,284908
2016-01-15 22:00:00,1.4252,299172
2016-01-17 22:00:00,1.42508,426
2016-01-18 22:00:00,1.42418,228603
2016-01-19 22:00:00,1.41552,304122
2016-01-20 22:00:00,1.41875,317008
2016-01-21 22:00:00,1.42196,361029
2016-01-22 22:00:00,1.42621,290956
2016-01-24 22:00:00,1.42613,404
2016-01-25 22:00:00,1.42476,262164
2016-01-26 22:00:00,1.43497,300494
2016-01-27 22:00:00,1.42312,321435
2016-01-28 22:00:00,1.43572,332760
2016-01-29 22:00:00,1.42423,408501
2016-01-31 22:00:00,1.42486,402
2016-02-01 22:00:00,1.44308,285013
2016-02-02 22:00:00,1.4407,281838
2016-02-03 22:00:00,1.46018,340441
2016-02-04 22:00:00,1.45877,380559
2016-02-05 22:00:00,1.44977,321883
2016-02-07 22:00:00,1.44798,175
2016-02-08 22:00:00,1.44289,377573
2016-02-09 22:00:00,1.44669,480348
2016-02-10 22:00:00,1.45216,435047
2016-02-11 22:00:00,1.44744,523609
2016-02-12 22:00:00,1.44981,409164
2016-02-15 22:00:00,1.44297,320266
2016-02-16 22:00:00,1.43018,342388
2016-02-17 22:00:00,1.42865,374630
2016-02-18 22:00:00,1.43292,359162
2016-02-19 22:00:00,1.43996,359459
2016-02-21 22:00:00,1.42614,1822
2016-02-22 22:00:00,1.41484,447150
2016-02-23 22:00:00,1.40217,387943
2016-02-24 22:00:00,1.39244,440263
2016-02-25 22:00:00,1.39596,345001
2016-02-26 22:00:00,1.38666,353244
2016-02-28 22:00:00,1.38544,750
2016-02-29 22:00:00,1.39114,325472
2016-03-01 22:00:00,1.39503,369421
2016-03-02 22:00:00,1.40748,340572
2016-03-03 22:00:00,1.4172,325810
2016-03-04 22:00:00,1.42226,344149
2016-03-06 22:00:00,1.42149,396
2016-03-07 22:00:00,1.42621,272422
2016-03-08 22:00:00,1.42109,284005
2016-03-09 22:00:00,1.42123,254741
2016-03-10 22:00:00,1.42758,449385
2016-03-11 22:00:00,1.43812,292356
2016-03-13 21:00:00,1.4371,81
2016-03-14 21:00:00,1.43,232821
2016-03-15 21:00:00,1.41492,271465
2016-03-16 21:00:00,1.4256,351831
2016-03-17 21:00:00,1.44769,329601
2016-03-18 21:00:00,1.4473,224109
2016-03-20 21:00:00,1.44332,529
2016-03-21 21:00:00,1.4367,198116
2016-03-22 21:00:00,1.42044,272420
2016-03-23 21:00:00,1.41135,245969
2016-03-24 21:00:00,1.41481,242308
2016-03-25 21:00:00,1.41325,57608
2016-03-27 21:00:00,1.41261,96
2016-03-28 21:00:00,1.42532,117992
2016-03-29 21:00:00,1.43798,294609
2016-03-30 21:00:00,1.43767,298461
2016-03-31 21:00:00,1.43584,279810
2016-04-01 21:00:00,1.42206,318512
2016-04-03 21:00:00,1.42187,179
2016-04-04 21:00:00,1.42617,219748
2016-04-05 21:00:00,1.41589,235931
2016-04-06 21:00:00,1.41208,324569
2016-04-07 21:00:00,1.40555,333912
2016-04-08 21:00:00,1.41202,272604
2016-04-10 21:00:00,1.41147,326
2016-04-11 21:00:00,1.42345,260536
2016-04-12 21:00:00,1.42733,285750
2016-04-13 21:00:00,1.42019,288204
2016-04-14 21:00:00,1.41509,269767
2016-04-15 21:00:00,1.41954,209143
2016-04-17 21:00:00,1.41961,484
2016-04-18 21:00:00,1.42752,241189
2016-04-19 21:00:00,1.43929,267843
2016-04-20 21:00:00,1.43279,259860
2016-04-21 21:00:00,1.43207,311240
2016-04-22 21:00:00,1.43996,289302
2016-04-24 21:00:00,1.44619,1094
2016-04-25 21:00:00,1.44788,268401
2016-04-26 21:00:00,1.45786,297024
2016-04-27 21:00:00,1.45397,322972
2016-04-28 21:00:00,1.46023,307460
2016-04-29 21:00:00,1.46067,318524
2016-05-01 21:00:00,1.45807,887
2016-05-02 21:00:00,1.46719,267439
2016-05-03 21:00:00,1.45339,377815
2016-05-04 21:00:00,1.44919,359433
2016-05-05 21:00:00,1.44835,299398
2016-05-06 21:00:00,1.44233,322661
2016-05-08 21:00:00,1.44117,388
2016-05-09 21:00:00,1.44045,293475
2016-05-10 21:00:00,1.44389,307195
2016-05-11 21:00:00,1.4446,262939
2016-05-12 21:00:00,1.44467,282423
2016-05-13 21:00:00,1.43505,315361
2016-05-15 21:00:00,1.4346,276
2016-05-16 21:00:00,1.43979,184129
2016-05-17 21:00:00,1.446,254870
2016-05-18 21:00:00,1.45965,314876
2016-05-19 21:00:00,1.46088,316991
2016-05-20 21:00:00,1.44953,241713
2016-05-22 21:00:00,1.45036,390
2016-05-23 21:00:00,1.44829,247451
2016-05-24 21:00:00,1.46319,276107
2016-05-25 21:00:00,1.46949,284220
2016-05-26 21:00:00,1.46675,262679
2016-05-27 21:00:00,1.46125,235428
2016-05-29 21:00:00,1.46023,61
2016-05-30 21:00:00,1.46399,141824
2016-05-31 21:00:00,1.44797,329679
2016-06-01 21:00:00,1.4414,302452
2016-06-02 21:00:00,1.44206,254684
2016-06-03 21:00:00,1.45113,298531
2016-06-05 21:00:00,1.44601,1386
2016-06-06 21:00:00,1.44385,352578
2016-06-07 21:00:00,1.4542,263215
2016-06-08 21:00:00,1.45011,227145
2016-06-09 21:00:00,1.44546,251031
2016-06-10 21:00:00,1.42505,303633
2016-06-12 21:00:00,1.42664,691
2016-06-13 21:00:00,1.42589,416578
2016-06-14 21:00:00,1.41081,350071
2016-06-15 21:00:00,1.42029,344360
2016-06-16 21:00:00,1.42023,386488
2016-06-17 21:00:00,1.43463,360809
2016-06-19 21:00:00,1.44572,985
2016-06-20 21:00:00,1.46801,407648
2016-06-21 21:00:00,1.46494,379206
2016-06-22 21:00:00,1.47066,358355
2016-06-23 21:00:00,1.48396,503668
2016-06-24 21:00:00,1.36596,643310
2016-06-26 21:00:00,1.34221,3560
2016-06-27 21:00:00,1.32201,461310
2016-06-28 21:00:00,1.33416,353198
2016-06-29 21:00:00,1.34259,409664
2016-06-30 21:00:00,1.33075,488329
2016-07-01 21:00:00,1.32456,335683
2016-07-03 21:00:00,1.32413,274
2016-07-04 21:00:00,1.32799,228687
2016-07-05 21:00:00,1.30216,377264
2016-07-06 21:00:00,1.29279,469038
2016-07-07 21:00:00,1.29046,366349
2016-07-08 21:00:00,1.29385,339663
2016-07-10 21:00:00,1.29425,362
2016-07-11 21:00:00,1.29811,264168
2016-07-12 21:00:00,1.32461,463356
2016-07-13 21:00:00,1.31437,431431
2016-07-14 21:00:00,1.33404,469560
2016-07-15 21:00:00,1.31726,462158
2016-07-17 21:00:00,1.31945,219
2016-07-18 21:00:00,1.32525,349409
2016-07-19 21:00:00,1.31076,326831
2016-07-20 21:00:00,1.32012,321080
2016-07-21 21:00:00,1.32324,401618
2016-07-22 21:00:00,1.31084,374961
2016-07-24 21:00:00,1.31443,992
2016-07-25 21:00:00,1.3135,276765
2016-07-26 21:00:00,1.31279,298015
2016-07-27 21:00:00,1.32204,339979
2016-07-28 21:00:00,1.31609,279017
2016-07-29 21:00:00,1.32224,333610
2016-07-31 21:00:00,1.32377,37
2016-08-01 21:00:00,1.3173,200092
2016-08-02 21:00:00,1.33549,238993
2016-08-03 21:00:00,1.33239,260801
2016-08-04 21:00:00,1.31049,318000
2016-08-05 21:00:00,1.30631,225966
2016-08-07 21:00:00,1.30754,72
2016-08-08 21:00:00,1.30386,164497
2016-08-09 21:00:00,1.30006,215670
2016-08-10 21:00:00,1.3006,229910
2016-08-11 21:00:00,1.29543,205187
2016-08-12 21:00:00,1.29161,200719
2016-08-14 21:00:00,1.29199,29
2016-08-15 21:00:00,1.28769,168824
2016-08-16 21:00:00,1.30448,291150
2016-08-17 21:00:00,1.30402,275716
2016-08-18 21:00:00,1.31624,286377
2016-08-19 21:00:00,1.30722,243602
2016-08-21 21:00:00,1.30508,197
2016-08-22 21:00:00,1.31349,226725
2016-08-23 21:00:00,1.31965,220390
2016-08-24 21:00:00,1.32308,224897
2016-08-25 21:00:00,1.31885,178082
2016-08-26 21:00:00,1.31286,298794
2016-08-28 21:00:00,1.31089,355
2016-08-29 21:00:00,1.31028,178668
2016-08-30 21:00:00,1.30763,222361
2016-08-31 21:00:00,1.31354,245642
2016-09-01 21:00:00,1.32668,275618
2016-09-02 21:00:00,1.32896,289312
2016-09-04 21:00:00,1.32908,121
2016-09-05 21:00:00,1.33008,180495
2016-09-06 21:00:00,1.34366,237282
2016-09-07 21:00:00,1.33388,258524
2016-09-08 21:00:00,1.32897,239049
2016-09-09 21:00:00,1.32608,217862
2016-09-11 21:00:00,1.32648,93
2016-09-12 21:00:00,1.33338,232777
2016-09-13 21:00:00,1.31876,274455
2016-09-14 21:00:00,1.32315,241908
2016-09-15 21:00:00,1.32368,299456
2016-09-16 21:00:00,1.29955,239556
2016-09-18 21:00:00,1.29988,477
2016-09-19 21:00:00,1.30272,212146
2016-09-20 21:00:00,1.29866,201430
2016-09-21 21:00:00,1.30266,207473
2016-09-22 21:00:00,1.3074,160529
2016-09-23 21:00:00,1.29576,169073
2016-09-25 21:00:00,1.29626,87
2016-09-26 21:00:00,1.29729,183203
2016-09-27 21:00:00,1.30212,215142
2016-09-28 21:00:00,1.30153,228987
2016-09-29 21:00:00,1.29664,241967
2016-09-30 21:00:00,1.29716,254742
2016-10-02 21:00:00,1.29156,638
2016-10-03 21:00:00,1.28388,171656
2016-10-04 21:00:00,1.27254,228280
2016-10-05 21:00:00,1.27467,178885
2016-10-06 21:00:00,1.26133,276747
2016-10-07 21:00:00,1.24296,647425
2016-10-09 21:00:00,1.23965,416
2016-10-10 21:00:00,1.2359,255213
2016-10-11 21:00:00,1.21185,363785
2016-10-12 21:00:00,1.22015,429289
2016-10-13 21:00:00,1.22529,366642
2016-10-14 21:00:00,1.21794,395000
2016-10-16 21:00:00,1.21548,687
2016-10-17 21:00:00,1.21817,328797
2016-10-18 21:00:00,1.22925,396217
2016-10-19 21:00:00,1.22835,326205
2016-10-20 21:00:00,1.22509,349016
2016-10-21 21:00:00,1.22267,180082
2016-10-23 21:00:00,1.22146,313
2016-10-24 21:00:00,1.22368,224861
2016-10-25 21:00:00,1.21866,341875
2016-10-26 21:00:00,1.22453,298281
2016-10-27 21:00:00,1.21596,358304
2016-10-28 21:00:00,1.21849,406515
2016-10-30 21:00:00,1.21769,947
2016-10-31 21:00:00,1.22419,309217
2016-11-01 21:00:00,1.22417,275708
2016-11-02 21:00:00,1.23025,393585
2016-11-03 21:00:00,1.24591,450652
2016-11-04 21:00:00,1.25149,348033
2016-11-06 22:00:00,1.24519,1591
2016-11-07 22:00:00,1.23933,325488
2016-11-08 22:00:00,1.23744,263899
2016-11-09 22:00:00,1.24055,773236
2016-11-10 22:00:00,1.25538,555731
2016-11-11 22:00:00,1.2595,535346
2016-11-13 22:00:00,1.25669,277
2016-11-14 22:00:00,1.24836,580621
2016-11-15 22:00:00,1.24548,525774
2016-11-16 22:00:00,1.24402,455327
2016-11-17 22:00:00,1.24112,485690
2016-11-18 22:00:00,1.23429,594287
2016-11-20 22:00:00,1.23439,299
2016-11-21 22:00:00,1.24904,625929
2016-11-22 22:00:00,1.24228,466025
2016-11-23 22:00:00,1.24353,484516
2016-11-24 22:00:00,1.24453,403428
2016-11-25 22:00:00,1.24728,483250
2016-11-27 22:00:00,1.24647,228
2016-11-28 22:00:00,1.24136,473153
2016-11-29 22:00:00,1.24897,410493
2016-11-30 22:00:00,1.25058,439061
2016-12-01 22:00:00,1.25902,471004
2016-12-02 22:00:00,1.27212,357977
2016-12-04 22:00:00,1.26768,941
2016-12-05 22:00:00,1.27303,378005
2016-12-06 22:00:00,1.26774,226741
2016-12-07 22:00:00,1.26233,216395
2016-12-08 22:00:00,1.25841,376901
2016-12-09 22:00:00,1.25712,219296
2016-12-11 22:00:00,1.25728,251
2016-12-12 22:00:00,1.26684,305119
2016-12-13 22:00:00,1.26568,312697
2016-12-14 22:00:00,1.25621,425851
2016-12-15 22:00:00,1.24151,489728
2016-12-16 22:00:00,1.2482,320736
2016-12-18 22:00:00,1.24809,96
2016-12-19 22:00:00,1.23908,363584
2016-12-20 22:00:00,1.2366,401077
2016-12-21 22:00:00,1.23516,303794
2016-12-22 22:00:00,1.22813,317548
2016-12-23 22:00:00,1.22776,257566
2016-12-27 22:00:00,1.22653,188171
2016-12-28 22:00:00,1.22236,217966
2016-12-29 22:00:00,1.22579,303970
2016-12-30 22:00:00,1.23296,508505
2017-01-03 22:00:00,1.22363,348846
2017-01-04 22:00:00,1.23266,372027
2017-01-05 22:00:00,1.24119,518873
2017-01-06 22:00:00,1.22796,379173
2017-01-08 22:00:00,1.22478,363
2017-01-09 22:00:00,1.21606,274737
2017-01-10 22:00:00,1.21754,393893
2017-01-11 22:00:00,1.22072,591528
2017-01-12 22:00:00,1.21571,466283
2017-01-13 22:00:00,1.21915,420510
2017-01-15 22:00:00,1.19999,466
2017-01-16 22:00:00,1.20441,464192
2017-01-17 22:00:00,1.24166,672057
2017-01-18 22:00:00,1.22595,464992
2017-01-19 22:00:00,1.23423,504729
2017-01-20 22:00:00,1.23736,514805
2017-01-22 22:00:00,1.23758,417
2017-01-23 22:00:00,1.25332,454101
2017-01-24 22:00:00,1.25199,474599
2017-01-25 22:00:00,1.26286,450820
2017-01-26 22:00:00,1.25891,463816
2017-01-27 22:00:00,1.25427,410698
2017-01-29 22:00:00,1.25808,1297
2017-01-30 22:00:00,1.2485,375479
2017-01-31 22:00:00,1.25755,518645
2017-02-01 22:00:00,1.26549,453043
2017-02-02 22:00:00,1.25265,445428
2017-02-03 22:00:00,1.24786,421713
2017-02-05 22:00:00,1.24848,293
2017-02-06 22:00:00,1.24632,345481
2017-02-07 22:00:00,1.2505,371886
2017-02-08 22:00:00,1.25362,323030
2017-02-09 22:00:00,1.24938,300385
2017-02-10 22:00:00,1.24815,210130
2017-02-13 22:00:00,1.25257,278204
2017-02-14 22:00:00,1.24653,379392
2017-02-15 22:00:00,1.2451,382002
2017-02-16 22:00:00,1.2487,336806
2017-02-17 22:00:00,1.24049,255074
2017-02-19 22:00:00,1.2404,21
2017-02-20 22:00:00,1.24608,213009
2017-02-21 22:00:00,1.24555,263911
2017-02-22 22:00:00,1.24482,321300
2017-02-23 22:00:00,1.25555,267708
2017-02-24 22:00:00,1.24542,263486
2017-02-26 22:00:00,1.24692,14
2017-02-27 22:00:00,1.24431,268207
2017-02-28 22:00:00,1.23813,254136
2017-03-01 22:00:00,1.22915,282303
2017-03-02 22:00:00,1.22654,255393
2017-03-03 22:00:00,1.22932,268978
2017-03-05 22:00:00,1.22848,44
2017-03-06 22:00:00,1.22368,193811
2017-03-07 22:00:00,1.21996,227470
2017-03-08 22:00:00,1.21677,220581
2017-03-09 22:00:00,1.21625,314182
2017-03-10 21:00:00,1.21632,223991
2017-03-12 21:00:00,1.21554,143
2017-03-13 21:00:00,1.22168,249562
2017-03-14 21:00:00,1.21529,270750
2017-03-15 21:00:00,1.22881,290853
2017-03-16 21:00:00,1.23565,282400
2017-03-17 21:00:00,1.23906,218623
2017-03-19 21:00:00,1.23795,71
2017-03-20 21:00:00,1.23574,192712
2017-03-21 21:00:00,1.24779,263637
2017-03-22 21:00:00,1.24826,231322
2017-03-23 21:00:00,1.25199,235416
2017-03-24 21:00:00,1.2472,224706
2017-03-26 21:00:00,1.24878,207
2017-03-27 21:00:00,1.2557,263072
2017-03-28 21:00:00,1.24505,220021
2017-03-29 21:00:00,1.24346,266472
2017-03-30 21:00:00,1.24671,197093
2017-03-31 21:00:00,1.2546,245313
2017-04-02 21:00:00,1.25416,212
2017-04-03 21:00:00,1.24853,194473
2017-04-04 21:00:00,1.24397,209562
2017-04-05 21:00:00,1.24833,230768
2017-04-06 21:00:00,1.24688,188745
2017-04-07 21:00:00,1.23695,282183
2017-04-09 21:00:00,1.23734,37
2017-04-10 21:00:00,1.2416,172727
2017-04-11 21:00:00,1.24915,204290
2017-04-12 21:00:00,1.25433,248713
2017-04-13 21:00:00,1.25,212326
2017-04-14 21:00:00,1.25215,136984
2017-04-16 21:00:00,1.25265,55
2017-04-17 21:00:00,1.25611,190931
2017-04-18 21:00:00,1.28433,333379
2017-04-19 21:00:00,1.27766,265780
2017-04-20 21:00:00,1.28113,219750
2017-04-21 21:00:00,1.28058,205788
2017-04-23 21:00:00,1.28377,2941
2017-04-24 21:00:00,1.27922,237178
2017-04-25 21:00:00,1.28359,222639
2017-04-26 21:00:00,1.28469,280725
2017-04-27 21:00:00,1.29035,235628
2017-04-28 21:00:00,1.29449,249346
2017-04-30 21:00:00,1.29238,148
2017-05-01 21:00:00,1.28839,126074
2017-05-02 21:00:00,1.29378,176294
2017-05-03 21:00:00,1.2865,226433
2017-05-04 21:00:00,1.29199,234980
2017-05-05 21:00:00,1.29762,250708
2017-05-07 21:00:00,1.29784,643
2017-05-08 21:00:00,1.294,248073
2017-05-09 21:00:00,1.29343,265493
2017-05-10 21:00:00,1.29376,254601
2017-05-11 21:00:00,1.2888,282873
2017-05-12 21:00:00,1.28819,242381
2017-05-14 21:00:00,1.288,119
2017-05-15 21:00:00,1.28934,239283
2017-05-16 21:00:00,1.2918,307658
2017-05-17 21:00:00,1.29699,320920
2017-05-18 21:00:00,1.29414,412161
2017-05-19 21:00:00,1.30327,248022
2017-05-21 21:00:00,1.29904,655
2017-05-22 21:00:00,1.29988,243782
2017-05-23 21:00:00,1.29605,298567
2017-05-24 21:00:00,1.29759,260503
2017-05-25 21:00:00,1.29398,228652
2017-05-26 21:00:00,1.28051,279011
2017-05-28 21:00:00,1.27996,27
2017-05-29 21:00:00,1.2839,131207
2017-05-30 21:00:00,1.2857,235011
2017-05-31 21:00:00,1.28903,307093
2017-06-01 21:00:00,1.28792,275107
2017-06-02 21:00:00,1.28891,273562
2017-06-04 21:00:00,1.2856,320
2017-06-05 21:00:00,1.29011,230636
2017-06-06 21:00:00,1.29084,243470
2017-06-07 21:00:00,1.29605,280253
2017-06-08 21:00:00,1.29486,297627
2017-06-09 21:00:00,1.27402,560014
2017-06-11 21:00:00,1.27129,1055
2017-06-12 21:00:00,1.2658,263135
2017-06-13 21:00:00,1.27517,275732
2017-06-14 21:00:00,1.27506,401186
2017-06-15 21:00:00,1.27531,335892
2017-06-16 21:00:00,1.27756,246827
2017-06-18 21:00:00,1.2759,392
2017-06-19 21:00:00,1.27354,226883
2017-06-20 21:00:00,1.26253,275105
2017-06-21 21:00:00,1.26704,265914
2017-06-22 21:00:00,1.26823,221235
2017-06-23 21:00:00,1.27181,214465
2017-06-25 21:00:00,1.27335,257
2017-06-26 21:00:00,1.27203,236695
2017-06-27 21:00:00,1.28119,291685
2017-06-28 21:00:00,1.29222,390190
2017-06-29 21:00:00,1.3004,318359
2017-06-30 21:00:00,1.30261,293529
2017-07-02 21:00:00,1.30029,75
2017-07-03 21:00:00,1.2939,266885
2017-07-04 21:00:00,1.29175,240167
2017-07-05 21:00:00,1.29308,270717
2017-07-06 21:00:00,1.297,283810
2017-07-07 21:00:00,1.28835,268791
2017-07-09 21:00:00,1.28777,169
2017-07-10 21:00:00,1.28807,189793
2017-07-11 21:00:00,1.28448,229561
2017-07-12 21:00:00,1.2884,321571
2017-07-13 21:00:00,1.29375,261530
2017-07-14 21:00:00,1.31013,258754
2017-07-16 21:00:00,1.30971,79
2017-07-17 21:00:00,1.30522,230621
2017-07-18 21:00:00,1.3039,341275
2017-07-19 21:00:00,1.30215,235656
2017-07-20 21:00:00,1.29725,360010
2017-07-21 21:00:00,1.29931,266148
2017-07-23 21:00:00,1.29907,55
2017-07-24 21:00:00,1.30278,238108
2017-07-25 21:00:00,1.30242,261718
2017-07-26 21:00:00,1.31174,324316
2017-07-27 21:00:00,1.30618,355087
2017-07-28 21:00:00,1.31307,316730
2017-07-30 21:00:00,1.31214,41
2017-07-31 21:00:00,1.321,278687
2017-08-01 21:00:00,1.32035,279237
2017-08-02 21:00:00,1.32231,260938
2017-08-03 21:00:00,1.31365,317333
2017-08-04 21:00:00,1.30331,269252
2017-08-06 21:00:00,1.30348,163
2017-08-07 21:00:00,1.30324,211743
2017-08-08 21:00:00,1.29929,226645
2017-08-09 21:00:00,1.30001,272353
2017-08-10 21:00:00,1.29765,278639
2017-08-11 21:00:00,1.30085,289731
2017-08-13 21:00:00,1.30068,44
2017-08-14 21:00:00,1.29632,222102
2017-08-15 21:00:00,1.28656,272882
2017-08-16 21:00:00,1.28898,309661
2017-08-17 21:00:00,1.28661,307499
2017-08-18 21:00:00,1.28704,281330
2017-08-20 21:00:00,1.28577,50
2017-08-21 21:00:00,1.28951,197638
2017-08-22 21:00:00,1.28217,221273
2017-08-23 21:00:00,1.27977,239371
2017-08-24 21:00:00,1.27991,234723
2017-08-25 21:00:00,1.28762,306413
2017-08-27 21:00:00,1.29234,832
2017-08-28 21:00:00,1.2931,184622
2017-08-29 21:00:00,1.29161,324696
2017-08-30 21:00:00,1.29235,284618
2017-08-31 21:00:00,1.29285,295727
2017-09-01 21:00:00,1.29499,310898
2017-09-03 21:00:00,1.29601,498
2017-09-04 21:00:00,1.2928,188781
2017-09-05 21:00:00,1.30295,303588
2017-09-06 21:00:00,1.30416,291759
2017-09-07 21:00:00,1.30998,372464
2017-09-08 21:00:00,1.31878,309932
2017-09-10 21:00:00,1.31796,163
2017-09-11 21:00:00,1.31624,248062
2017-09-12 21:00:00,1.32824,308930
2017-09-13 21:00:00,1.32079,303959
2017-09-14 21:00:00,1.33961,407936
2017-09-15 21:00:00,1.35829,396710
2017-09-17 21:00:00,1.35577,162
2017-09-18 21:00:00,1.34946,297121
2017-09-19 21:00:00,1.35103,354017
2017-09-20 21:00:00,1.34925,411855
2017-09-21 21:00:00,1.35796,326347
2017-09-22 21:00:00,1.34909,334223
2017-09-24 21:00:00,1.34872,724
2017-09-25 21:00:00,1.34616,309166
2017-09-26 21:00:00,1.34568,311757
2017-09-27 21:00:00,1.33845,353807
2017-09-28 21:00:00,1.34376,323376
2017-09-29 21:00:00,1.33948,308982
2017-10-01 21:00:00,1.33683,616
2017-10-02 21:00:00,1.32706,270319
2017-10-03 21:00:00,1.32359,268977
2017-10-04 21:00:00,1.32445,258563
2017-10-05 21:00:00,1.31185,265839
