DATE,PRCP,TAVG
05/08/2017,,16.8
06/08/2017,,16.2
07/08/2017,,16.7
08/08/2017,0.3,15.2
09/08/2017,1,14.1
10/08/2017,22.1,16.1
11/08/2017,0,16.1
12/08/2017,,18.7
13/08/2017,,17.2
14/08/2017,,17.6
15/08/2017,,18.1
16/08/2017,,16.9
17/08/2017,3.8,19.4
18/08/2017,3.8,16.1
19/08/2017,7.1,16.1
20/08/2017,0,15.1
21/08/2017,6.6,16.7
22/08/2017,0.3,19.3
23/08/2017,0.3,18.7
24/08/2017,0,17
25/08/2017,,18.1
26/08/2017,,19.6
27/08/2017,,20.4
28/08/2017,,21.3
29/08/2017,,20
30/08/2017,0.3,13.9
31/08/2017,3.6,14.3
01/09/2017,1.5,16.1
02/09/2017,0,15.8
03/09/2017,,13.7
04/09/2017,6.1,17.8
05/09/2017,0.3,17.6
06/09/2017,1.5,15.8
07/09/2017,0,15.8
08/09/2017,0.8,15.8
09/09/2017,6.1,13.2
10/09/2017,7.1,13.3
11/09/2017,0.5,14.4
12/09/2017,0.8,14.3
13/09/2017,2.5,14.8
14/09/2017,0,12.2
15/09/2017,,11.6
16/09/2017,0.3,11.7
17/09/2017,0.3,12.6
18/09/2017,0.5,13.2
19/09/2017,3.6,12.1
20/09/2017,0,13.7
21/09/2017,0,15.1
22/09/2017,2.5,12.7
23/09/2017,0.3,15.1
24/09/2017,0,16.1
25/09/2017,6.1,16.2
26/09/2017,0.3,16.2
27/09/2017,0,15.8
28/09/2017,14.7,16.3
29/09/2017,1.8,16.2
30/09/2017,0.8,13.8
01/10/2017,1.8,16.2
02/10/2017,0.3,14.9
03/10/2017,0,12.1
04/10/2017,0,12.5
05/10/2017,0,14.3
06/10/2017,0.5,11.8
07/10/2017,0,14.2
08/10/2017,0.5,13.6
09/10/2017,0,13.6
10/10/2017,0,14.3
11/10/2017,0,15.2
12/10/2017,1,13.2
13/10/2017,2.3,16.3
14/10/2017,0,16.9
15/10/2017,0,14.7
16/10/2017,0,16.2
17/10/2017,0,12.5
18/10/2017,0.3,13.4
19/10/2017,1.3,15.3
20/10/2017,2.3,13.2
21/10/2017,2,13.5
22/10/2017,0.5,11.5
23/10/2017,0,13.6
24/10/2017,0.3,16.3
25/10/2017,0.3,15.3
26/10/2017,0,13.1
27/10/2017,0.5,11.7
28/10/2017,0,11
29/10/2017,0,12.2
30/10/2017,0,7.3
31/10/2017,0,9.8
01/11/2017,0,10.7
02/11/2017,0,8.6
03/11/2017,0.3,10.2
04/11/2017,3.6,11.2
05/11/2017,1.5,6.7
06/11/2017,0,5.6
07/11/2017,0.3,9.5
08/11/2017,5.3,7
09/11/2017,0,8.5
10/11/2017,0,10
11/11/2017,6.6,8.8
12/11/2017,3.8,7.1
13/11/2017,0.3,5.1
14/11/2017,0,9.3
15/11/2017,0.5,10.2
16/11/2017,0,10.6
17/11/2017,0.3,5.2
18/11/2017,0,7.3
19/11/2017,4.1,5.3
20/11/2017,0.8,10.4
21/11/2017,1.3,12.9
22/11/2017,0,14.4
23/11/2017,2,11.2
24/11/2017,0.8,6.1
25/11/2017,0,3.3
26/11/2017,0.3,4.2
27/11/2017,1.5,8.4
28/11/2017,1.5,4.9
29/11/2017,0,4
30/11/2017,,2.2
01/12/2017,,4.3
02/12/2017,,4.6
03/12/2017,0.5,8.5
04/12/2017,0.3,7.6
05/12/2017,0,7.9
06/12/2017,,9.5
07/12/2017,,8.9
08/12/2017,,2.8
09/12/2017,,1.2
10/12/2017,5.3,1.6
11/12/2017,15,1.6
12/12/2017,7.9,0.7
13/12/2017,3,6.6
14/12/2017,7.4,4.2
15/12/2017,0,4.1
16/12/2017,1.5,2.9
17/12/2017,0.3,3.9
18/12/2017,3.3,4.6
19/12/2017,0,3.5
20/12/2017,0.3,9.3
21/12/2017,0.3,10.9
22/12/2017,0,10.6
23/12/2017,0.3,9.4
24/12/2017,0,9.3
25/12/2017,0.3,10
26/12/2017,5.3,5.9
27/12/2017,9.1,3.6
28/12/2017,2.5,1.3
29/12/2017,0.3,4.5
30/12/2017,9.1,11.1
31/12/2017,1.8,10.6
01/01/2018,5.1,6.7
02/01/2018,,7.6
03/01/2018,10.7,9.2
04/01/2018,4.3,8.4
05/01/2018,5.8,6.2
06/01/2018,0.3,3.4
07/01/2018,0,3.3
08/01/2018,,4.4
09/01/2018,,5.3
10/01/2018,0.5,7.6
11/01/2018,0,6.1
12/01/2018,0.3,6.7
13/01/2018,0.3,6.1
14/01/2018,0,5
15/01/2018,1.5,8.3
16/01/2018,3.8,5.8
17/01/2018,0,5
18/01/2018,0.5,7.8
19/01/2018,0,3.6
20/01/2018,,3.6
21/01/2018,,3.8
22/01/2018,,9
23/01/2018,,10.6
24/01/2018,7.1,10.1
25/01/2018,,7.4
26/01/2018,,5.6
27/01/2018,,7.4
28/01/2018,,11.5
29/01/2018,0,10.2
30/01/2018,0.5,4.4
31/01/2018,0.5,6.8
01/02/2018,2.5,5.3
02/02/2018,0,5.7
03/02/2018,0,3.9
04/02/2018,5.8,3.3
05/02/2018,0,2.5
06/02/2018,0,1.7
07/02/2018,0,2.2
08/02/2018,0,3.1
09/02/2018,4.3,4.9
10/02/2018,1.3,4.2
11/02/2018,3.3,5.1
12/02/2018,0,2.9
13/02/2018,0.3,4.2
14/02/2018,2.3,3.2
15/02/2018,5.1,7.4
16/02/2018,0,4.7
17/02/2018,0,5.5
18/02/2018,0,5.9
19/02/2018,0.5,8.7
20/02/2018,1.5,8.5
21/02/2018,0.8,4.7
22/02/2018,0,3.2
23/02/2018,0,1.7
24/02/2018,0,2.1
25/02/2018,0,1.6
26/02/2018,0,-0.2
27/02/2018,0,-2.3
28/02/2018,0,-4.1
01/03/2018,0,-2.6
02/03/2018,0,-0.8
03/03/2018,0,2.3
04/03/2018,4.8,6.1
05/03/2018,0.3,7.1
06/03/2018,1.5,7.2
07/03/2018,1,6.3
08/03/2018,4.3,6.9
09/03/2018,0,6.4
10/03/2018,6.4,10.8
11/03/2018,0.3,8.8
12/03/2018,4.3,8.8
13/03/2018,6.1,7.8
14/03/2018,0,8.3
15/03/2018,7.1,9.7
16/03/2018,1.5,9.7
17/03/2018,1.8,1.3
18/03/2018,0.5,-0.6
19/03/2018,0,1.3
20/03/2018,3.3,4.6
21/03/2018,0,5.3
22/03/2018,0,7.4
23/03/2018,0,8.9
24/03/2018,2.3,7.9
25/03/2018,0.3,9
26/03/2018,0,8.6
27/03/2018,3,9.1
28/03/2018,3,5.8
29/03/2018,10.7,4.8
30/03/2018,7.9,5.5
31/03/2018,12.7,5.7
01/04/2018,1.8,5.7
02/04/2018,11.7,8.3
03/04/2018,4.6,11
04/04/2018,0.5,9.6
05/04/2018,0.3,7.7
06/04/2018,0,10.2
07/04/2018,0,12.1
08/04/2018,0.8,10
09/04/2018,7.1,8.9
10/04/2018,11.9,10.7
11/04/2018,5.1,9.2
12/04/2018,1,8.1
13/04/2018,0.3,8.8
14/04/2018,0,12.9
15/04/2018,0,11.6
16/04/2018,0.5,11.2
17/04/2018,0,14.3
18/04/2018,0,17.7
19/04/2018,0,20
20/04/2018,0,18.7
21/04/2018,0,17.6
22/04/2018,10.9,16.5
23/04/2018,0,11.8
24/04/2018,0,13.1
25/04/2018,0.3,11
26/04/2018,0.5,10.4
27/04/2018,1,9.6
28/04/2018,4.6,8.4
29/04/2018,0.8,7.3
30/04/2018,1,7.2
01/05/2018,2.3,8.3
02/05/2018,0.5,10
03/05/2018,4.3,10.9
04/05/2018,0,14.6
05/05/2018,0,15.6
06/05/2018,0,17.4
07/05/2018,0,19.8
08/05/2018,0,17.9
09/05/2018,0,13.9
10/05/2018,1.5,12.8
11/05/2018,0,13.2
12/05/2018,0,11.8
13/05/2018,9.1,12.8
14/05/2018,0,14.9
15/05/2018,0,16.8
16/05/2018,0,12.7
17/05/2018,0,11.8
18/05/2018,0,12.3
19/05/2018,0,14.9
20/05/2018,0,15.3
21/05/2018,0,16.7
22/05/2018,0,16.8
23/05/2018,0,13.7
24/05/2018,19.3,14
25/05/2018,2.3,15.3
26/05/2018,0,19.8
27/05/2018,10.9,20.7
28/05/2018,0,19.6
29/05/2018,0,15.3
30/05/2018,10.7,15.6
31/05/2018,0,18.7
01/06/2018,0,18.6
02/06/2018,0,18.6
03/06/2018,0,19.8
04/06/2018,0,16.2
05/06/2018,0,14.3
06/06/2018,0,15.8
07/06/2018,0,16.7
08/06/2018,0,17.7
09/06/2018,0,16.8
10/06/2018,0,18.2
11/06/2018,0,18.4
12/06/2018,0,15.3
13/06/2018,0,16.2
14/06/2018,0,17.7
15/06/2018,0,17.1
16/06/2018,0,16.1
17/06/2018,0,15.5
18/06/2018,0.5,19.2
19/06/2018,0,20.2
20/06/2018,0,18.8
21/06/2018,0,15.6
22/06/2018,0,16.5
23/06/2018,0,18.1
24/06/2018,0,19.9
25/06/2018,0,21.9
26/06/2018,0,21.7
27/06/2018,0,19.3
28/06/2018,0,19.4
29/06/2018,0,20.5
30/06/2018,0,20.3
01/07/2018,0,23.4
02/07/2018,0,23.3
03/07/2018,0,20.9
04/07/2018,0,20.3
05/07/2018,0,23.2
06/07/2018,0,23.8
07/07/2018,0,24.5
08/07/2018,0,23.5
09/07/2018,0,23.1
10/07/2018,0,18.7
11/07/2018,0,18.6
12/07/2018,0,19.2
13/07/2018,0,20.6
14/07/2018,0,21.8
15/07/2018,0,22.8
16/07/2018,0,22.7
17/07/2018,0,19.1
18/07/2018,0,20.1
19/07/2018,0,21.8
20/07/2018,0,21.2
21/07/2018,0,21.7
22/07/2018,0,22.7
23/07/2018,0,25.1
24/07/2018,0,23.5
25/07/2018,0,24.3
26/07/2018,0,26.6
27/07/2018,0,23
28/07/2018,3.3,18.9
29/07/2018,0.3,18.1
30/07/2018,6.1,19.8
31/07/2018,5.3,19.6
01/08/2018,0,19.4
02/08/2018,0,22.3
03/08/2018,0,25.1
04/08/2018,0,23.6
05/08/2018,0,23.2
06/08/2018,0,24.2
07/08/2018,0,23.2
08/08/2018,0,19.1
09/08/2018,0.5,15.6
10/08/2018,7.9,15.2
11/08/2018,2.3,15.8
12/08/2018,0.5,18.2
13/08/2018,1.5,19.2
14/08/2018,0,19.1
15/08/2018,0,19.7
16/08/2018,0,17.6
17/08/2018,9.9,17.3
18/08/2018,0,18.8
19/08/2018,0,20.8
20/08/2018,0,21.3
21/08/2018,0,21.6
22/08/2018,0,19.1
23/08/2018,0,18.7
24/08/2018,1.3,14
25/08/2018,5.3,13.4
26/08/2018,0,14.5
27/08/2018,10.9,16.7
28/08/2018,0,17.3
29/08/2018,4.3,16.1
30/08/2018,3.3,15.4
31/08/2018,0,16.6
01/09/2018,0,17.8
02/09/2018,0,18.1
03/09/2018,0,18.2
04/09/2018,0,16.6
05/09/2018,0,17.6
06/09/2018,0,15.7
07/09/2018,0.3,13.6
08/09/2018,0,15.2
09/09/2018,0,18.3
10/09/2018,0,17.3
11/09/2018,0,19.4
